driverStandingsId,raceId,driverId,points,position,positionText,wins
1,18,1,10.0,1,1,1
4,18,4,5.0,4,4,0
9,19,1,14.0,1,1,1
12,19,4,6.0,7,7,0
27,20,1,14.0,3,3,1
30,20,4,6.0,9,9,0
48,21,1,20.0,2,2,1
51,21,4,6.0,10,10,0
69,22,1,28.0,3,3,1
72,22,4,9.0,8,8,0
91,23,1,38.0,1,1,2
94,23,4,9.0,8,8,0
113,24,1,38.0,2,2,2
116,24,4,9.0,9,9,0
135,25,1,38.0,4,4,2
138,25,4,10.0,9,9,0
157,26,1,48.0,1,1,3
160,26,4,13.0,9,9,0
179,27,1,58.0,1,1,4
182,27,4,13.0,9,9,0
201,28,1,62.0,1,1,4
204,28,4,18.0,8,8,0
223,29,1,70.0,1,1,4
226,29,4,18.0,8,8,0
245,30,1,76.0,1,1,4
248,30,4,23.0,8,8,0
267,31,1,78.0,1,1,4
270,31,4,28.0,7,7,0
289,32,1,84.0,1,1,4
292,32,4,38.0,7,7,1
311,33,1,84.0,1,1,4
314,33,4,48.0,7,7,2
3441,34,4,53.0,6,6,2
3438,34,1,94.0,1,1,5
355,35,1,98.0,1,1,5
358,35,4,61.0,5,5,2
13652,38,1,22.0,3,3,0
13651,38,4,22.0,1,1,1
13716,41,4,40.0,2,2,2
13738,42,4,48.0,2,2,2
13761,43,4,50.0,2,2,2
13784,44,4,58.0,2,2,2
13830,46,4,73.0,2,2,3
13853,47,4,79.0,2,2,3
13877,48,4,89.0,2,2,4
13901,49,4,95.0,2,2,4
13925,50,4,95.0,2,2,4
13949,51,4,103.0,2,2,4
13973,52,4,109.0,3,3,4
12807,53,4,10.0,1,1,1
12825,54,4,18.0,1,1,1
12846,55,4,28.0,1,1,2
12868,56,4,36.0,1,1,2
12890,57,4,44.0,1,1,2
12912,58,4,54.0,1,1,3
12934,59,4,64.0,1,1,4
12957,60,4,74.0,1,1,5
12980,61,4,84.0,1,1,6
13003,62,4,88.0,1,1,6
13026,63,4,96.0,1,1,6
13050,64,4,100.0,1,1,6
13074,65,4,100.0,1,1,6
13098,66,4,108.0,1,1,6
13123,67,4,108.0,1,1,6
13148,68,4,116.0,2,2,6
13175,69,4,126.0,1,1,7
13202,70,4,134.0,1,1,7
70783,71,4,6.0,3,3,0
70803,72,4,16.0,1,1,1
70824,73,4,26.0,1,1,2
70894,76,4,49.0,1,1,3
70918,77,4,59.0,1,1,4
70942,78,4,59.0,1,1,4
70966,79,4,59.0,1,1,4
70991,80,4,69.0,1,1,5
71016,81,4,77.0,1,1,5
71041,82,4,87.0,1,1,6
71067,83,4,87.0,1,1,6
71093,84,4,95.0,1,1,6
71119,85,4,103.0,1,1,6
71146,86,4,111.0,1,1,6
71173,87,4,117.0,1,1,6
71200,88,4,123.0,1,1,6
71227,89,4,133.0,1,1,7
12424,90,4,6.0,3,3,0
12438,91,4,8.0,5,5,0
12455,92,4,11.0,5,5,0
12474,93,4,16.0,5,5,0
12494,94,4,21.0,4,4,0
12514,95,4,21.0,6,6,0
12534,96,4,25.0,5,5,0
12554,97,4,25.0,5,5,0
12575,98,4,25.0,5,5,0
12596,99,4,33.0,5,5,0
12618,100,4,33.0,5,5,0
12640,101,4,39.0,5,5,0
12663,102,4,45.0,5,5,0
12686,103,4,45.0,5,5,0
12710,104,4,45.0,5,5,0
12734,105,4,50.0,4,4,0
12759,106,4,54.0,4,4,0
12784,107,4,59.0,4,4,0
12114,108,4,2.0,7,7,0
12125,109,4,8.0,5,5,0
12140,110,4,14.0,3,3,0
12157,111,4,17.0,4,4,0
12176,112,4,25.0,3,3,0
12196,113,4,25.0,4,4,0
12216,114,4,29.0,3,3,0
12236,115,4,34.0,3,3,0
12256,116,4,39.0,5,5,0
12276,117,4,39.0,6,6,0
12296,118,4,39.0,6,6,0
12316,119,4,44.0,6,6,0
12337,120,4,54.0,5,5,1
12358,121,4,55.0,6,6,1
12381,122,4,55.0,6,6,1
12404,123,4,55.0,6,6,1
11392,141,4,0.0,12,12,0
11405,142,4,0.0,16,16,0
11424,143,4,0.0,19,19,0
11444,144,4,0.0,20,20,0
11465,145,4,0.0,21,21,0
11487,146,4,0.0,21,21,0
11509,147,4,0.0,21,21,0
11531,148,4,0.0,23,23,0
11555,149,4,0.0,23,23,0
11579,150,4,0.0,23,23,0
11603,151,4,0.0,23,23,0
11627,152,4,0.0,23,23,0
11651,153,4,0.0,23,23,0
11675,154,4,0.0,23,23,0
11699,155,4,0.0,23,23,0
11724,156,4,0.0,23,23,0
11749,157,4,0.0,23,23,0
70846,74,4,36.0,1,1,3
68160,969,830,10.0,5,5,0
68158,969,822,15.0,3,3,0
68157,969,1,18.0,2,2,0
8251,1,4,4.0,5,5,0
17655,2,4,4.0,6,6,0
13614,36,4,8.0,2,2,0
13615,36,1,6.0,3,3,0
13631,37,4,18.0,1,1,1
13632,37,1,14.0,3,3,0
13672,39,4,28.0,2,2,1
13673,39,1,30.0,1,1,0
13694,40,4,38.0,1,1,2
13695,40,1,38.0,2,2,0
13717,41,1,48.0,1,1,1
13739,42,1,58.0,1,1,2
13762,43,1,64.0,1,1,2
13785,44,1,70.0,1,1,2
13807,45,4,68.0,2,2,3
13808,45,1,70.0,1,1,2
13831,46,1,80.0,1,1,3
13854,47,1,84.0,1,1,3
13878,48,1,92.0,1,1,3
13902,49,1,97.0,1,1,3
13926,50,1,107.0,1,1,4
13950,51,1,107.0,1,1,4
13974,52,1,109.0,2,2,4
17670,2,1,1.0,10,10,0
17730,3,1,4.0,10,10,0
17715,3,4,4.0,8,8,0
17770,4,1,9.0,7,7,0
17755,4,4,5.0,8,8,0
17775,5,4,9.0,8,8,0
17790,5,1,9.0,7,7,0
17950,6,1,9.0,9,9,0
17935,6,4,11.0,7,7,0
17890,7,1,9.0,11,11,0
17875,7,4,11.0,9,9,0
17930,8,1,9.0,11,11,0
17915,8,4,11.0,9,9,0
17955,9,4,13.0,9,9,0
17970,9,1,9.0,11,11,0
17975,10,4,13.0,11,11,0
17990,10,1,19.0,8,8,1
17996,11,4,16.0,11,11,0
18011,11,1,27.0,6,6,1
18019,12,4,16.0,12,12,0
18034,12,1,27.0,7,7,1
18042,13,4,20.0,11,11,0
18057,13,1,27.0,7,7,1
18066,14,4,26.0,8,8,0
18081,14,1,37.0,6,6,2
18129,15,1,43.0,6,6,2
18114,15,4,26.0,9,9,0
18138,16,4,26.0,9,9,0
18153,16,1,49.0,5,5,2
29867,17,4,26.0,9,9,0
29882,17,1,49.0,5,5,2
63737,337,4,25.0,1,1,1
63739,337,1,15.0,3,3,0
63750,337,807,0.0,14,14,0
63761,338,4,37.0,1,1,1
63763,338,1,23.0,4,4,0
63774,338,807,0.0,17,17,0
63785,339,4,37.0,2,2,1
63787,339,1,31.0,6,6,0
63798,339,807,1.0,14,14,0
63809,340,4,49.0,3,3,1
63811,340,1,49.0,4,4,0
63822,340,807,1.0,15,15,0
63833,341,4,67.0,2,2,1
63835,341,1,49.0,6,6,0
63846,341,807,1.0,15,15,0
63905,343,4,79.0,4,4,1
63894,342,807,1.0,16,16,0
63883,342,1,59.0,7,7,0
63881,342,4,75.0,3,3,1
63907,343,1,84.0,3,3,1
63918,343,807,1.0,17,17,0
63929,344,4,94.0,4,4,1
63931,344,1,109.0,1,1,2
63942,344,807,1.0,17,17,0
63953,345,4,98.0,5,5,1
63955,345,1,127.0,1,1,2
63966,345,807,1.0,17,17,0
63977,346,4,98.0,5,5,1
63979,346,1,145.0,1,1,2
63990,346,807,2.0,17,17,0
64002,347,4,123.0,5,5,2
64004,347,1,157.0,1,1,2
64015,347,807,2.0,17,17,0
64027,348,4,141.0,5,5,2
64029,348,1,157.0,2,2,2
64040,348,807,10.0,15,15,0
64052,349,4,141.0,5,5,2
64054,349,1,182.0,1,1,3
64065,349,807,10.0,15,15,0
64077,350,4,166.0,3,3,3
64079,350,1,182.0,2,2,3
64090,350,807,16.0,14,14,0
64169,351,807,17.0,14,14,0
64158,351,1,182.0,3,3,3
64156,351,4,191.0,2,2,4
64185,352,1,192.0,4,4,3
64196,352,807,17.0,14,14,0
64183,352,4,206.0,2,2,4
64239,353,1,210.0,3,3,3
64250,353,807,18.0,15,15,0
64237,353,4,231.0,1,1,5
64264,354,4,246.0,1,1,5
64266,354,1,222.0,4,4,3
64277,354,807,22.0,13,13,0
64291,355,4,252.0,2,2,5
64293,355,1,240.0,4,4,3
64304,355,807,22.0,14,14,0
70870,75,4,44.0,1,1,3
64387,842,4,20.0,5,5,0
64385,842,1,22.0,3,3,0
64693,841,4,12.0,4,4,0
64691,841,1,18.0,2,2,0
64406,842,815,0.0,20,20,0
64409,843,1,47.0,2,2,1
64411,843,4,26.0,5,5,0
64430,843,815,0.0,21,21,0
64433,844,1,59.0,2,2,1
64435,844,4,41.0,5,5,0
64454,844,815,0.0,18,18,0
64457,845,1,77.0,2,2,1
64459,845,4,51.0,5,5,0
64478,845,815,2.0,14,14,0
64481,846,1,85.0,2,2,1
64483,846,4,69.0,5,5,0
64502,846,815,2.0,15,15,0
64505,847,1,85.0,4,4,1
64507,847,4,69.0,5,5,0
64526,847,815,2.0,16,16,0
64530,848,1,97.0,4,4,1
64532,848,4,87.0,5,5,0
64551,848,815,2.0,16,16,0
64555,849,1,109.0,4,4,1
64557,849,4,112.0,3,3,1
64576,849,815,8.0,14,14,0
64579,849,817,0.0,26,26,0
64581,850,1,134.0,3,3,2
64583,850,4,130.0,4,4,1
64602,850,815,8.0,14,14,0
64605,850,817,0.0,26,26,0
64608,851,1,146.0,3,3,2
64610,851,4,145.0,4,4,1
64629,851,815,8.0,15,15,0
64632,851,817,0.0,26,26,0
64687,852,817,0.0,27,27,0
64684,852,815,8.0,15,15,0
64663,852,1,146.0,5,5,2
64665,852,4,157.0,3,3,1
64711,853,1,158.0,5,5,2
64713,853,4,172.0,2,2,1
64732,853,815,8.0,16,16,0
64735,853,817,0.0,27,27,0
64739,854,1,168.0,5,5,2
64741,854,4,184.0,3,3,1
64760,854,815,9.0,16,16,0
64763,854,817,0.0,27,27,0
64767,855,1,178.0,5,5,2
64769,855,4,202.0,3,3,1
64788,855,815,13.0,15,15,0
64791,855,817,0.0,27,27,0
64795,856,1,196.0,5,5,2
64797,856,4,212.0,3,3,1
64816,856,815,13.0,16,16,0
64819,856,817,0.0,27,27,0
64823,857,1,202.0,5,5,2
64825,857,4,227.0,3,3,1
64844,857,815,14.0,16,16,0
64847,857,817,0.0,27,27,0
64851,858,1,227.0,5,5,3
64853,858,4,245.0,3,3,1
64872,858,815,14.0,16,16,0
64875,858,817,0.0,27,27,0
64879,859,1,227.0,5,5,3
64881,859,4,257.0,4,4,1
64900,859,815,14.0,16,16,0
64903,859,817,0.0,27,27,0
64997,860,807,0.0,22,22,0
64984,860,817,2.0,9,9,0
64983,860,815,4.0,8,8,0
64980,860,4,10.0,5,5,0
64978,860,1,15.0,3,3,0
64930,861,1,30.0,2,2,0
64932,861,4,35.0,1,1,1
64935,861,815,22.0,5,5,0
64936,861,817,2.0,12,12,0
64949,861,807,2.0,13,13,0
64954,862,1,45.0,1,1,0
64956,862,4,37.0,3,3,1
64959,862,815,22.0,7,7,0
64960,862,817,2.0,15,15,0
64973,862,807,2.0,16,16,0
65002,863,1,49.0,2,2,0
65004,863,4,43.0,5,5,1
65007,863,815,22.0,9,9,0
65008,863,817,2.0,15,15,0
65021,863,807,2.0,16,16,0
65026,864,1,53.0,3,3,0
65028,864,4,61.0,2,2,1
65031,864,815,22.0,10,10,0
65032,864,817,2.0,16,16,0
65045,864,807,3.0,15,15,0
65050,865,1,63.0,4,4,0
65052,865,4,76.0,1,1,1
65055,865,815,22.0,10,10,0
65056,865,817,2.0,17,17,0
65069,865,807,7.0,15,15,0
65074,866,1,88.0,1,1,1
65076,866,4,86.0,2,2,1
65079,866,815,37.0,9,9,0
65080,866,817,2.0,17,17,0
65093,866,807,7.0,15,15,0
65098,867,1,88.0,3,3,1
65100,867,4,111.0,1,1,2
65103,867,815,39.0,9,9,0
65104,867,817,2.0,18,18,0
65117,867,807,17.0,14,14,0
65122,868,1,92.0,4,4,1
65124,868,4,129.0,1,1,2
65127,868,815,39.0,9,9,0
65128,868,817,2.0,18,18,0
65141,868,807,17.0,16,16,0
65196,870,4,164.0,1,1,3
65194,870,1,117.0,4,4,2
65189,869,807,19.0,15,15,0
65170,869,1,92.0,5,5,1
65172,869,4,154.0,1,1,3
65175,869,815,47.0,9,9,0
65176,869,817,2.0,18,18,0
65199,870,815,47.0,9,9,0
65200,870,817,2.0,18,18,0
65213,870,807,19.0,16,16,0
65218,871,1,117.0,5,5,2
65220,871,4,164.0,1,1,3
65223,871,815,47.0,9,9,0
65224,871,817,4.0,18,18,0
65237,871,807,31.0,13,13,0
65242,872,1,142.0,2,2,3
65244,872,4,179.0,1,1,3
65247,872,815,65.0,9,9,0
65248,872,817,4.0,18,18,0
65261,872,807,31.0,14,14,0
65361,873,807,31.0,14,14,0
65347,873,815,66.0,9,9,0
65348,873,817,6.0,18,18,0
65344,873,4,194.0,1,1,3
65386,874,807,37.0,14,14,0
65373,874,817,7.0,18,18,0
65372,874,815,66.0,10,10,0
65369,874,4,194.0,1,1,3
65367,874,1,152.0,4,4,3
65342,873,1,142.0,4,4,3
65392,875,1,153.0,4,4,3
65394,875,4,209.0,2,2,3
65397,875,815,66.0,10,10,0
65398,875,817,9.0,18,18,0
65411,875,807,45.0,12,12,0
65417,876,1,165.0,5,5,3
65419,876,4,227.0,2,2,3
65422,876,815,66.0,10,10,0
65423,876,817,9.0,18,18,0
65436,876,807,49.0,12,12,0
65442,877,1,165.0,5,5,3
65444,877,4,245.0,2,2,3
65447,877,815,66.0,10,10,0
65448,877,817,10.0,18,18,0
65461,877,807,49.0,12,12,0
65467,878,1,190.0,4,4,4
65469,878,4,260.0,2,2,3
65472,878,815,66.0,10,10,0
65473,878,817,10.0,18,18,0
65486,878,807,53.0,12,12,0
65492,879,1,190.0,4,4,4
65494,879,4,278.0,2,2,3
65497,879,815,66.0,10,10,0
65498,879,817,10.0,18,18,0
65511,879,807,63.0,11,11,0
65516,880,4,18.0,2,2,0
65519,880,1,10.0,5,5,0
65525,880,815,0.0,11,11,0
65528,880,822,0.0,14,14,0
65533,880,817,0.0,19,19,0
65536,880,807,0.0,22,22,0
65538,881,4,18.0,6,6,0
65541,881,1,25.0,4,4,0
65547,881,815,2.0,12,12,0
65550,881,822,0.0,15,15,0
65555,881,817,0.0,21,21,0
65558,881,807,4.0,11,11,0
65560,882,4,43.0,3,3,1
65563,882,1,40.0,4,4,0
65569,882,815,2.0,14,14,0
65572,882,822,0.0,16,16,0
65577,882,817,6.0,11,11,0
65580,882,807,5.0,13,13,0
65582,883,4,47.0,4,4,1
65585,883,1,50.0,3,3,0
65591,883,815,10.0,11,11,0
65594,883,822,0.0,16,16,0
65599,883,817,6.0,13,13,0
65602,883,807,5.0,14,14,0
65643,884,817,7.0,12,12,0
65638,884,822,0.0,17,17,0
65629,884,1,50.0,4,4,0
65626,884,4,72.0,3,3,2
65646,884,807,5.0,14,14,0
65635,884,815,12.0,11,11,0
65648,885,4,78.0,3,3,2
65651,885,1,62.0,4,4,0
65657,885,815,12.0,12,12,0
65660,885,822,0.0,17,17,0
65665,885,817,7.0,13,13,0
65668,885,807,5.0,14,14,0
65670,886,4,96.0,2,2,2
65673,886,1,77.0,4,4,0
65679,886,815,12.0,13,13,0
65682,886,822,0.0,17,17,0
65687,886,817,7.0,14,14,0
65690,886,807,5.0,15,15,0
65734,887,807,6.0,15,15,0
65731,887,817,11.0,14,14,0
65717,887,1,89.0,4,4,0
65726,887,822,0.0,17,17,0
65714,887,4,111.0,2,2,2
65723,887,815,12.0,13,13,0
65736,888,4,123.0,2,2,2
65739,888,1,99.0,4,4,0
65745,888,815,16.0,12,12,0
65748,888,822,0.0,17,17,0
65753,888,817,11.0,14,14,0
65756,888,807,7.0,15,15,0
65758,890,4,133.0,3,3,2
65761,890,1,124.0,4,4,1
65767,890,815,18.0,12,12,0
65770,890,822,0.0,17,17,0
65775,890,817,11.0,14,14,0
65778,890,807,7.0,15,15,0
65780,891,4,151.0,2,2,2
65783,891,1,139.0,3,3,1
65789,891,815,18.0,12,12,0
65792,891,822,0.0,17,17,0
65797,891,817,12.0,14,14,0
65800,891,807,7.0,15,15,0
65802,892,4,169.0,2,2,2
65805,892,1,141.0,3,3,1
65811,892,815,18.0,12,12,0
65814,892,822,0.0,17,17,0
65819,892,817,18.0,13,13,0
65822,892,807,17.0,14,14,0
65824,893,4,187.0,2,2,2
65827,893,1,151.0,3,3,1
65833,893,815,22.0,12,12,0
65836,893,822,0.0,18,18,0
65841,893,817,18.0,14,14,0
65844,893,807,19.0,13,13,0
65846,894,4,195.0,2,2,2
65849,894,1,161.0,4,4,1
65855,894,815,23.0,13,13,0
65858,894,822,0.0,18,18,0
65863,894,817,18.0,14,14,0
65866,894,807,31.0,11,11,0
65868,895,4,207.0,2,2,2
65871,895,1,161.0,4,4,1
65877,895,815,23.0,13,13,0
65880,895,822,0.0,18,18,0
65885,895,817,18.0,14,14,0
65888,895,807,39.0,10,10,0
65890,896,4,207.0,2,2,2
65893,896,1,169.0,4,4,1
65899,896,815,33.0,12,12,0
65902,896,822,0.0,18,18,0
65907,896,817,19.0,14,14,0
65910,896,807,39.0,11,11,0
65912,897,4,217.0,2,2,2
65915,897,1,175.0,4,4,1
65921,897,815,35.0,12,12,0
65924,897,822,0.0,18,18,0
65929,897,817,19.0,14,14,0
65932,897,807,39.0,11,11,0
65934,898,4,227.0,2,2,2
65937,898,1,187.0,3,3,1
65943,898,815,41.0,12,12,0
65946,898,822,4.0,17,17,0
65951,898,817,19.0,14,14,0
65954,898,807,47.0,11,11,0
65957,899,4,242.0,2,2,2
65960,899,1,189.0,4,4,1
65966,899,815,49.0,11,11,0
65969,899,822,4.0,17,17,0
65974,899,817,20.0,14,14,0
65977,899,807,51.0,10,10,0
66614,900,825,18.0,2,2,0
66616,900,4,12.0,4,4,0
66617,900,822,10.0,5,5,0
66618,900,807,8.0,6,6,0
66631,900,1,0.0,19,19,0
66622,900,815,1.0,10,10,0
66634,900,817,0.0,22,22,0
66636,901,825,20.0,5,5,0
66638,901,4,24.0,3,3,0
66639,901,822,14.0,8,8,0
66640,901,807,18.0,6,6,0
66644,901,815,1.0,13,13,0
66653,901,1,25.0,2,2,1
66656,901,817,0.0,22,22,0
66658,902,825,20.0,7,7,0
66660,902,4,26.0,4,4,0
66661,902,822,18.0,8,8,0
66662,902,807,28.0,3,3,0
66666,902,815,16.0,9,9,0
66675,902,1,50.0,2,2,2
66678,902,817,12.0,10,10,0
66680,903,825,20.0,9,9,0
66682,903,4,41.0,3,3,0
66683,903,822,24.0,7,7,0
66684,903,807,36.0,4,4,0
66688,903,815,18.0,10,10,0
66697,903,1,75.0,2,2,3
66700,903,817,24.0,6,6,0
66702,904,825,20.0,9,9,0
66704,904,4,49.0,3,3,0
66705,904,822,34.0,7,7,0
66706,904,807,37.0,6,6,0
66710,904,815,20.0,10,10,0
66719,904,1,100.0,1,1,4
66722,904,817,39.0,5,5,0
66724,905,825,21.0,9,9,0
66726,905,4,61.0,3,3,0
66727,905,822,34.0,7,7,0
66728,905,807,47.0,5,5,0
66732,905,815,20.0,10,10,0
66741,905,1,118.0,2,2,4
66744,905,817,54.0,4,4,0
66746,906,825,23.0,9,9,0
66748,906,4,69.0,4,4,0
66749,906,822,40.0,8,8,0
66750,906,807,57.0,6,6,0
66754,906,815,20.0,10,10,0
66763,906,1,118.0,2,2,4
66766,906,817,79.0,3,3,1
66768,907,825,29.0,10,10,0
66770,907,4,79.0,4,4,0
66771,907,822,55.0,7,7,0
66772,907,807,59.0,6,6,0
66776,907,815,28.0,11,11,0
66785,907,1,136.0,2,2,4
66788,907,817,83.0,3,3,1
66790,908,825,35.0,9,9,0
66792,908,4,87.0,4,4,0
66793,908,822,73.0,5,5,0
66794,908,807,63.0,7,7,0
66798,908,815,28.0,11,11,0
66807,908,1,161.0,2,2,5
66810,908,817,98.0,3,3,1
66812,909,825,37.0,9,9,0
66814,909,4,97.0,4,4,0
66815,909,822,91.0,5,5,0
66816,909,807,69.0,7,7,0
66820,909,815,29.0,11,11,0
66829,909,1,176.0,2,2,5
66832,909,817,106.0,3,3,1
66834,910,825,37.0,10,10,0
66836,910,4,115.0,4,4,0
66837,910,822,95.0,5,5,0
66838,910,807,69.0,7,7,0
66842,910,815,29.0,11,11,0
66851,910,1,191.0,2,2,5
66854,910,817,131.0,3,3,2
66856,911,825,37.0,11,11,0
66858,911,4,121.0,4,4,0
66859,911,822,110.0,5,5,0
66860,911,807,70.0,7,7,0
66864,911,815,33.0,12,12,0
66873,911,1,191.0,2,2,5
66876,911,817,156.0,3,3,3
66879,912,825,38.0,12,12,0
66881,912,4,121.0,5,5,0
66882,912,822,122.0,4,4,0
66883,912,807,70.0,8,8,0
66887,912,815,39.0,11,11,0
66896,912,1,216.0,2,2,6
66899,912,817,166.0,3,3,3
66902,913,825,39.0,12,12,0
66904,913,4,133.0,4,4,0
66905,913,822,122.0,6,6,0
66906,913,807,72.0,8,8,0
66910,913,815,45.0,10,10,0
66919,913,1,241.0,1,1,7
66922,913,817,181.0,3,3,3
66925,914,825,39.0,12,12,0
66927,914,4,133.0,5,5,0
66928,914,822,130.0,6,6,0
66929,914,807,76.0,8,8,0
66933,914,815,46.0,10,10,0
66942,914,1,266.0,1,1,8
66945,914,817,193.0,3,3,3
66948,915,825,49.0,10,10,0
66950,915,4,141.0,6,6,0
66951,915,822,145.0,4,4,0
66952,915,807,76.0,8,8,0
66956,915,815,47.0,11,11,0
66965,915,1,291.0,1,1,9
66968,915,817,199.0,3,3,3
66971,916,825,53.0,10,10,0
66973,916,4,149.0,6,6,0
66974,916,822,155.0,4,4,0
66975,916,807,76.0,9,9,0
66979,916,815,47.0,11,11,0
66988,916,1,316.0,1,1,10
66991,916,817,214.0,3,3,3
66994,917,825,55.0,10,10,0
66996,917,4,157.0,5,5,0
66997,917,822,156.0,6,6,0
66998,917,807,80.0,9,9,0
67002,917,815,47.0,12,12,0
67011,917,1,334.0,1,1,10
67014,917,817,214.0,3,3,3
67017,918,825,55.0,11,11,0
67019,918,4,161.0,6,6,0
67020,918,822,186.0,4,4,0
67021,918,807,96.0,9,9,0
67025,918,815,59.0,10,10,0
67034,918,1,384.0,1,1,11
67037,918,817,238.0,3,3,3
67201,926,822,0.0,18,18,0
67202,933,1,169.0,1,1,4
67200,926,825,0.0,17,17,0
67196,926,830,0.0,13,13,0
67193,926,815,1.0,10,10,0
67192,926,832,2.0,9,9,0
67190,926,807,6.0,7,7,0
67189,926,817,8.0,6,6,0
67184,926,1,25.0,1,1,1
67058,927,1,43.0,1,1,1
67063,927,817,9.0,8,8,0
67064,927,807,6.0,9,9,0
67066,927,832,6.0,11,11,0
67067,927,815,1.0,14,14,0
67070,927,830,6.0,10,10,0
67074,927,825,0.0,19,19,0
67075,927,822,10.0,7,7,0
67077,927,4,0.0,20,20,0
67079,928,1,68.0,1,1,2
67084,928,817,11.0,8,8,0
67085,928,807,6.0,10,10,0
67087,928,832,6.0,12,12,0
67088,928,815,1.0,15,15,0
67091,928,830,6.0,11,11,0
67095,928,825,0.0,21,21,0
67096,928,822,18.0,6,6,0
67098,928,4,0.0,17,17,0
67100,929,1,93.0,1,1,3
67105,929,817,19.0,7,7,0
67106,929,807,6.0,10,10,0
67108,929,832,6.0,12,12,0
67109,929,815,5.0,13,13,0
67112,929,830,6.0,11,11,0
67116,929,825,0.0,21,21,0
67117,929,822,30.0,6,6,0
67119,929,4,0.0,16,16,0
67121,930,1,111.0,1,1,3
67126,930,817,25.0,7,7,0
67127,930,807,6.0,12,12,0
67129,930,832,8.0,10,10,0
67130,930,815,5.0,13,13,0
67133,930,830,6.0,11,11,0
67137,930,825,0.0,21,21,0
67138,930,822,42.0,5,5,0
67140,930,4,0.0,16,16,0
67142,931,1,126.0,1,1,3
67147,931,817,35.0,7,7,0
67148,931,807,6.0,13,13,0
67150,931,832,9.0,12,12,0
67151,931,815,11.0,11,11,0
67154,931,830,6.0,14,14,0
67158,931,825,0.0,21,21,0
67159,931,822,42.0,5,5,0
67161,931,4,0.0,17,17,0
67163,932,1,151.0,1,1,4
67168,932,817,35.0,7,7,0
67169,932,807,10.0,12,12,0
67171,932,832,9.0,13,13,0
67172,932,815,11.0,11,11,0
67175,932,830,6.0,14,14,0
67179,932,825,0.0,21,21,0
67180,932,822,57.0,5,5,0
67182,932,4,0.0,18,18,0
67207,933,817,36.0,7,7,0
67208,933,807,18.0,9,9,0
67210,933,832,9.0,15,15,0
67211,933,815,13.0,12,12,0
67214,933,830,10.0,14,14,0
67218,933,825,0.0,21,21,0
67219,933,822,67.0,5,5,0
67221,933,4,0.0,18,18,0
67223,934,1,194.0,1,1,5
67228,934,817,36.0,7,7,0
